title,href,date,city,theatre,price,type,subclass,status,min_price,max_price
郁可唯我怪2025巡回演唱会成都站,https://detail.damai.cn/item.htm?id=931655930255,2025.07.12 周六 19:30,成都,成都金融城演艺中心,380-2300,演唱会,其他,售票中,380.0,2300.0
身在琪中刘琪单口喜剧专场,https://detail.damai.cn/item.htm?id=931972038721,2025.07.20 周日 19:30,嘉兴,秀湖音乐厅,50-80,曲苑杂坛,其他,售票中,50.0,80.0
亚洲全男班现代舞秀无名之辈汕头,https://detail.damai.cn/item.htm?id=913192128831,2025.06.15 周日 19:30,汕头,汕头林百欣国际会议展览中心,180-880,舞蹈芭蕾,舞蹈,售票中,180.0,880.0
石家庄曹禺经典话剧雷雨,https://detail.damai.cn/item.htm?id=916048294010,2025.10.24 周五 19:30,石家庄,河北省艺术中心,60-580,话剧歌剧,话剧,售票中,60.0,580.0
亚洲大型全男班现代舞秀无名之辈,https://detail.damai.cn/item.htm?id=915464084844,2025.08.22-08.24,西宁,青海大剧院-大剧场,180-880,话剧歌剧,音乐剧,售票中,180.0,880.0
京味大戏老舍经典话剧茶馆巡演,https://detail.damai.cn/item.htm?id=930143575845,2025.11.15 周六 19:30,遵义,遵义市大剧院歌剧厅,100-580,话剧歌剧,话剧,售票中,100.0,580.0
KpopNightBIGBANG专场VIPPartypopparty,https://detail.damai.cn/item.htm?id=935553993332,2025.07.05 周六 20:00,西安,西演SPACE·塞斯拾陆,88-198,演唱会,livehouse,售票中,88.0,198.0
暑假专场坂本龙一久石让经典作品视听大型交响音乐会,https://detail.damai.cn/item.htm?id=929598119561,2025.08.23 周六 19:00,沈阳,盛京大剧院-音乐厅,64-780,音乐会,其他,售票中,64.0,780.0
2025南京音乐剧节音乐剧粉丝来信中文版,https://detail.damai.cn/item.htm?id=902165572171,2025.08.29-08.30,南京,南京保利大剧院大剧场,180-780,话剧歌剧,音乐剧,售票中,180.0,780.0
四个二喜剧滨江脱口秀每周二至周四开放麦盲盒秀免费停车2H滨江银泰,https://detail.damai.cn/item.htm?id=931687996373,2025.06.12-06.30,杭州,四个二喜剧脱口秀(滨江银泰店),29-129,曲苑杂坛,其他,售票中,29.0,129.0
知名IP改编反内耗喜剧我是余欢水发疯文学指南,https://detail.damai.cn/item.htm?id=911941307396,2025.06.13-06.14,成都,繁星戏剧村·炉剧场,128-298,话剧歌剧,话剧,售票中,128.0,298.0
钢心A公馆龙王踢馆2025杭州双专场,https://detail.damai.cn/item.htm?id=933433083228,2025.08.02 周六 20:00,杭州,MAO Livehouse杭州,138-228,演唱会,livehouse,售票中,138.0,228.0
阿加莎推理巨作谋杀启事,https://detail.damai.cn/item.htm?id=912752642759,2025.06.21 周六 19:30,西安,陕西广电大剧院,126-580,话剧歌剧,话剧,售票中,126.0,580.0
平湖中国十大沉浸演艺项目热演两千场演爆笑悬疑互动剧极夜,https://detail.damai.cn/item.htm?id=935013123604,2025.06.12-06.14,嘉兴,大盒沉浸艺术中心1955艺公社,318-1436,话剧歌剧,话剧,售票中,318.0,1436.0
俄罗斯莫斯科芭蕾舞团天鹅湖,https://detail.damai.cn/item.htm?id=926030055348,2025.06.21 周六 19:30,盐城,盐城市文化艺术中心大剧院,180-580,舞蹈芭蕾,舞蹈,售票中,180.0,580.0
限时5折俄罗斯芭蕾国家剧院芭蕾舞天鹅湖2025中国巡演,https://detail.damai.cn/item.htm?id=920447767917,2025.08.16 周六 19:00,大连,大连人民文化俱乐部-大剧场,180-880,舞蹈芭蕾,舞蹈,售票中,180.0,880.0
苏慧伦TarcySu就说给我听JustTellMe新专辑演唱会成都站,https://detail.damai.cn/item.htm?id=906153777791,2025.07.11 周五 20:00,成都,正火艺术中心1号馆,320-380,演唱会,livehouse,售票中,320.0,380.0
后来遇见籁之音歌行合唱团流行经典歌曲合唱音乐会,https://detail.damai.cn/item.htm?id=919979835043,2025.06.21 周六 19:30,上海,东方艺术中心-音乐厅,100-480,音乐会,其他,售票中,100.0,480.0
BadNews呈现TAIL向井太一ASIATOUR2025杭州站,https://detail.damai.cn/item.htm?id=934920184340,2025.06.17 周二 20:00,杭州,MAO Livehouse杭州,420-720,演唱会,livehouse,售票中,420.0,720.0
正版国漫首部25次元真人舞台剧狐妖小红娘天津站,https://detail.damai.cn/item.htm?id=917223787197,2025.09.13 周六,天津,天津滨湖剧院,100-480,话剧歌剧,话剧,售票中,100.0,480.0
Shing02OMALUVSICHEXALOGY巡演福州专场,https://detail.damai.cn/item.htm?id=922368302621,2025.06.23 周一 20:00,福州,唯美客MAKERLIVE(三盛i33),348-548,演唱会,livehouse,售票中,348.0,548.0
赵文瑄张凯丽邓萃雯领衔主演央华戏剧莫言剧作鳄鱼常州站2025常州中吴文化系列活动,https://detail.damai.cn/item.htm?id=912283110962,2025.06.28-06.29,常州,常州大剧院大剧场,180-880,话剧歌剧,话剧,售票中,180.0,880.0
喜剧部落工体喜剧解压脱口秀全国知名脱口秀演员漫才即兴三里屯,https://detail.damai.cn/item.htm?id=885018369924,2025.06.12-06.30,北京,美都影城工体店(商场西门进入)1号厅,61-504,曲苑杂坛,其他,售票中,61.0,504.0
正版国漫首部25次元舞台剧狐妖小红娘,https://detail.damai.cn/item.htm?id=908075503039,2025.07.13 周日,南京,江苏荔枝大剧院,70-480,话剧歌剧,话剧,售票中,70.0,480.0
KpopNightSEVENTEEN专场克拉派对,https://detail.damai.cn/item.htm?id=935087977055,2025.08.02 周六 15:00,合肥,OTW LIVEHOUSE,78-188,演唱会,livehouse,售票中,78.0,188.0
南京首创沉浸式戏中戏戏命珍珠爆笑喜剧悬疑私欲野心谎言善恶炸裂开演,https://detail.damai.cn/item.htm?id=896181535827,2025.06.12-06.30,南京,雨花剧院沉浸空间剧场,179-720,话剧歌剧,话剧,售票中,179.0,720.0
陈德修SHU广州场2025本能Instinct巡演,https://detail.damai.cn/item.htm?id=934570812015,2025.07.26 周六 18:30,广州,广州疆进酒·OMNI SPACE(1号馆),280-520,演唱会,livehouse,售票中,280.0,520.0
成都爱乐合唱团花样年华经典国语电影专场音乐会,https://detail.damai.cn/item.htm?id=922291771046,2025.08.23 周六 19:30,无锡,无锡大剧院歌剧厅,100-980,音乐会,其他,售票中,100.0,980.0
南京市文旅消费政府补贴剧目刘昊然周显欣阿木古郎主演中国煤矿文工团话剧温暖的味道,https://detail.damai.cn/item.htm?id=898883989902,2025.07.25-07.27,南京,江苏大剧院-歌剧厅,76-855,话剧歌剧,话剧,售票中,76.0,855.0
2025漫步经典开幕狂想印象乔纳森诺特黎卓宇与瑞士罗曼德管弦乐团音乐会,https://detail.damai.cn/item.htm?id=929539802187,2025.07.03 周四 19:30,北京,国家大剧院-音乐厅,180-880,音乐会,其他,售票中,180.0,880.0
2025音乐剧蝶变武汉站,https://detail.damai.cn/item.htm?id=914528541470,2025.10.31-11.01,武汉,武汉剧院,100-480,话剧歌剧,音乐剧,售票中,100.0,480.0
刘莉旻游乐园2025新专辑演唱会广州站,https://detail.damai.cn/item.htm?id=931669405537,2025.08.23 周六 20:00,广州,广州中山纪念堂,199-499,演唱会,其他,售票中,199.0,499.0
无锡繁花与缪斯阿尔丰斯穆夏的世纪绮梦真迹作品展无锡博物院,https://detail.damai.cn/item.htm?id=912321407693,2025.04.25-08.24,无锡,无锡博物院,39-128,展览休闲,展会,售票中,39.0,128.0
俄罗斯芭蕾国家剧院芭蕾舞天鹅湖2025中国巡演,https://detail.damai.cn/item.htm?id=923272660224,2025.08.17 周日 19:00,长春,长春国际会议中心主会场,180-880,舞蹈芭蕾,舞蹈,售票中,180.0,880.0
上海话剧艺术中心制作出品舞台剧觉醒年代根据同名电视剧改编,https://detail.damai.cn/item.htm?id=902617900964,2025.06.20-06.21,泉州,泉州大剧院-歌剧厅,80-680,话剧歌剧,话剧,售票中,80.0,680.0
独脚戏石库门的笑声,https://detail.damai.cn/item.htm?id=920443166727,2025.09.27 周六 14:30,上海,云间剧院,80-480,曲苑杂坛,其他,售票中,80.0,480.0
亚洲大型全男班现代舞秀无名之辈,https://detail.damai.cn/item.htm?id=910476499560,2025.07.04 周五 19:30,洛阳,洛阳新区歌剧院,108-680,话剧歌剧,音乐剧,售票中,108.0,680.0
包袱狂欢夜中国广播艺术团说唱团相声专场,https://detail.damai.cn/item.htm?id=932043759760,2025.06.28-06.29,北京,京演·民族文化宫大剧院,80-480,曲苑杂坛,其他,售票中,80.0,480.0
刘恋奇谈2025巡演广州站,https://detail.damai.cn/item.htm?id=899218528185,2025.06.27 周五 20:00,广州,MAO Livehouse广州中大店(一号馆),280-680,演唱会,livehouse,售票中,280.0,680.0
话剧寻她芳踪张爱玲上海站,https://detail.damai.cn/item.htm?id=923240428709,2025.09.13-09.14,上海,美琪大戏院,180-900,话剧歌剧,话剧,售票中,180.0,900.0
爱永恒理查德克莱德曼钢琴音乐会洛阳站,https://detail.damai.cn/item.htm?id=912616001121,2025.08.17 周日 19:30,洛阳,洛阳新区歌剧院,380-2640,音乐会,其他,售票中,380.0,2640.0
614EVCCATAPULT丨日升影落予你我新篇章,https://detail.damai.cn/item.htm?id=932577858642,2025.06.14-06.15,宁波,宁波Catapult 凯特普电音俱乐部,99,演唱会,其他,售票中,99.0,99.0
2025春季实景园林昆曲牡丹亭领衔主演张军,https://detail.damai.cn/item.htm?id=920406319559,2025.06.14 周六 19:00,上海,朱家角课植园,280-880,曲苑杂坛,戏曲,售票中,280.0,880.0
国家京剧院京剧五女拜寿,https://detail.damai.cn/item.htm?id=931133256699,2025.08.15 周五 19:30,成都,成都高新中演大剧院-大剧场,80-380,曲苑杂坛,戏曲,售票中,80.0,380.0
早鸟限时6折无名的人Tothefuture流行合唱音乐会越人合唱团一广州站,https://detail.damai.cn/item.htm?id=909291584727,2025.07.06 周日 20:00,广州,广州中山纪念堂,60-680,音乐会,其他,售票中,60.0,680.0
三里屯太古里大笑喜剧总店爆笑脱口秀天天综艺卡司吐槽爆笑大会开心互动即兴之夜精品秀,https://detail.damai.cn/item.htm?id=896658948305,2025.06.12-07.06,北京,大笑脱口秀--三里屯总店,39-360,曲苑杂坛,其他,售票中,39.0,360.0
喀秋莎俄罗斯远东国家歌舞团大型歌舞晚会2025全国巡演北京站,https://detail.damai.cn/item.htm?id=905507696065,2025.09.20 周六 19:30,北京,世纪剧院,144-880,演唱会,其他,售票中,144.0,880.0
光辉岁月致敬黄家驹32周年演唱会广州花都站,https://detail.damai.cn/item.htm?id=928956182539,2025.06.29 周日 19:00,广州,自由人影城(广州花都自由里店),78-178,演唱会,其他,售票中,78.0,178.0
今夜想起你邓丽君金曲演唱会巡演黄冈站,https://detail.damai.cn/item.htm?id=935445029373,2025.09.10 周三 19:30,黄冈,黄冈黄梅戏大剧院,30-280,演唱会,其他,售票中,30.0,280.0
中国首部大型驻场观念演出张艺谋导演作品无界长安,https://detail.damai.cn/item.htm?id=906917026820,2025.06.12-06.22,西安,西安·一带一路文化艺术中心-歌剧院,278-678,话剧歌剧,音乐剧,售票中,278.0,678.0
张泽张嘴就来2025BEATBOX巡演上海站BBOX,https://detail.damai.cn/item.htm?id=909281201579,2025.07.11 周五 20:00,上海,万代南梦宫上海文化中心梦想剧场,1-258,演唱会,livehouse,售票中,1.0,258.0
Zkaaai2025巡演武汉站,https://detail.damai.cn/item.htm?id=929925962921,2025.07.26 周六 20:00,武汉,VOX LIVEHOUSE 武昌店,128-328,演唱会,livehouse,售票中,128.0,328.0
2025舞剧展演系列胡沈员原创舞剧敦煌归来,https://detail.damai.cn/item.htm?id=917888408205,2025.10.01-10.02,南京,南京保利大剧院大剧场,180-680,话剧歌剧,音乐剧,售票中,180.0,680.0
Joyside永远太远2025春季巡演哈尔滨站,https://detail.damai.cn/item.htm?id=923636994624,2025.06.14 周六 19:30,哈尔滨,SUBLIVE,108-188,演唱会,livehouse,售票中,108.0,188.0
笑脱喜剧全新演员阵容暴龙77老R大第精品专场脱口秀解压爆笑新街口核心商圈,https://detail.damai.cn/item.htm?id=919973982428,2025.06.12-06.30,南京,光阳大舞台艺术空间,49-319,曲苑杂坛,其他,售票中,49.0,319.0
只此青绿交响音乐会成都站,https://detail.damai.cn/item.htm?id=909691846585,2025.06.15 周日 19:30,成都,成都城市音乐厅·歌剧厅,280-680,音乐会,其他,售票中,280.0,680.0
动漫记忆经典主题音乐会,https://detail.damai.cn/item.htm?id=921970937742,2025.06.22 周日 19:30,南京,南京太阳宫,120-480,音乐会,其他,售票中,120.0,480.0
张泽张嘴就来2025BEATBOX巡演杭州站BBOX,https://detail.damai.cn/item.htm?id=908138279624,2025.07.12 周六 13:30,杭州,MAO Livehouse杭州,1-258,演唱会,livehouse,售票中,1.0,258.0
苏慧伦TarcySu就说给我听JustTellMe新专辑演唱会广州站广州站,https://detail.damai.cn/item.htm?id=905693958154,2025.07.13 周日 19:30,广州,大麦66LIVEHOUSE广州,320-380,演唱会,livehouse,售票中,320.0,380.0
盐城有麦脱口秀沈清专场清年危机脱口秀头部演员精选有麦喜剧组团开心,https://detail.damai.cn/item.htm?id=923012210123,2025.06.14 周六 19:30,盐城,有麦喜剧空间盐都区万达影城店,78-159,曲苑杂坛,其他,售票中,78.0,159.0
2025青岛彩虹跑,https://detail.damai.cn/item.htm?id=938028352291,2025.07.05 周六 15:00,青岛,青岛市李沧区世界园艺博览园,229,体育,其他,售票中,229.0,229.0
舞是舞蹈艺术节舞剧人生若只如初见深圳站,https://detail.damai.cn/item.htm?id=923805592817,2025.07.02-07.03,深圳,南山文体中心聚橙剧院 大剧院,120-580,话剧歌剧,音乐剧,售票中,120.0,580.0
河南省驻马店市演艺中心常派经典剧目五世请缨,https://detail.damai.cn/item.htm?id=930637101640,2025.06.13 周五 19:45,郑州,郑州大剧院 歌舞剧场,50-320,曲苑杂坛,戏曲,售票中,50.0,320.0
俄罗斯音乐剧双子星音乐会,https://detail.damai.cn/item.htm?id=913675336917,2025.06.20 周五 19:30,上海,大宁剧院,99-599,音乐会,其他,售票中,99.0,599.0
乌兰图雅花开四季北京演唱会,https://detail.damai.cn/item.htm?id=885659552466,2025.07.19 周六 19:30,北京,北京展览馆剧场,180-980,演唱会,其他,售票中,180.0,980.0
亚洲大型全男班现代舞秀无名之辈天津站,https://detail.damai.cn/item.htm?id=902288993651,2025.06.30-07.08,天津,天津光华剧院大剧场,180-880,话剧歌剧,音乐剧,售票中,180.0,880.0
柳州站重大革命历史题材舞台剧觉醒之破晓1921,https://detail.damai.cn/item.htm?id=928165715442,2025.06.22 周日 17:00,柳州,恒大嘉凯影城(翡翠龙庭店),19.9-200,话剧歌剧,音乐剧,售票中,19.9,200.0
2025世界舞蹈剧场杨丽萍作品舞剧孔雀,https://detail.damai.cn/item.htm?id=900706215706,2025.06.13-06.15,南京,江苏大剧院-歌剧厅,80-880,话剧歌剧,音乐剧,售票中,80.0,880.0
泰坦尼克号遗世回响沉浸式探索体验,https://detail.damai.cn/item.htm?id=906178234341,2025.04.28-10.09,上海,BFC外滩金融中心-南区3楼,138-388,展览休闲,特色体验,售票中,138.0,388.0
独家双剧福利里马斯图米纳斯执导俄罗斯瓦赫坦戈夫剧院话剧万尼亚舅舅,https://detail.damai.cn/item.htm?id=926914178153,2025.09.06-09.07,上海,东方艺术中心-歌剧厅,280-1080,话剧歌剧,话剧,售票中,280.0,1080.0
GreysonChanceTheGoldTour2025北京站,https://detail.damai.cn/item.htm?id=910738398148,2025.10.15 周三 20:00,北京,福浪LIVEHOUSE-福,480-980,演唱会,livehouse,售票中,480.0,980.0
麋先生MIXER马戏团运动CircUs世界巡回演唱会,https://detail.damai.cn/item.htm?id=922458092952,2025.08.23 周六 19:30,深圳,HOU LIVE X Mixc cube,158-188,演唱会,livehouse,售票中,158.0,188.0
瓦格纳三幕歌剧特里斯坦与伊索尔德,https://detail.damai.cn/item.htm?id=911220454744,2025.07.04-07.06,上海,上海大剧院-大剧场,180-1280,话剧歌剧,音乐剧,售票中,180.0,1280.0
绚烂归朴高迪与他的时代,https://detail.damai.cn/item.htm?id=919045278739,2025.05.24-10.08,上海,外滩18号久事艺术空间,98-198,展览休闲,展会,售票中,98.0,198.0
没有树的森林小众香水群像展202025宁波站,https://detail.damai.cn/item.htm?id=916611236237,2025.05.03-06.15,宁波,宁波横溪/山生万物,9.9-89,展览休闲,展会,售票中,9.9,89.0
南方会演越剧五女拜寿,https://detail.damai.cn/item.htm?id=921356172129,2025.06.24 周二 19:30,武汉,洪山礼堂,40-100,曲苑杂坛,戏曲,售票中,40.0,100.0
中央芭蕾舞团芭蕾舞剧吉赛尔,https://detail.damai.cn/item.htm?id=907489480202,2025.07.19 周六 19:30,杭州,杭州剧院,180-880,话剧歌剧,音乐剧,售票中,180.0,880.0
音乐剧南孔,https://detail.damai.cn/item.htm?id=925830418745,2025.07.29 周二 19:30,上海,美琪大戏院,80-580,话剧歌剧,音乐剧,售票中,80.0,580.0
神探迈克狐之盛宴谜案正版授权侦探推理舞台剧,https://detail.damai.cn/item.htm?id=928975983665,2025.07.05 周六,深圳,深圳华夏艺术中心大剧场,56-380,话剧歌剧,话剧,售票中,56.0,380.0
环球活体昆虫科普展,https://detail.damai.cn/item.htm?id=922285999066,2025.05.31-10.08,成都,环球活体昆虫科普展,49.9-298,展览休闲,展会,售票中,49.9,298.0
致敬家驹海阔天空纪念BEYOND经典金曲翻唱,https://detail.damai.cn/item.htm?id=932719109051,2025.06.27 周五 19:30,苏州,山丘livehouse红唐店,88-188,演唱会,livehouse,售票中,88.0,188.0
开心麻花爆笑舞台剧夏洛特烦恼,https://detail.damai.cn/item.htm?id=920968457506,2025.06.27-06.28,深圳,万象天地剧场,80-580,话剧歌剧,话剧,售票中,80.0,580.0
奥斯卡罗曼耶卓O叔钢琴独奏音乐会上海站,https://detail.damai.cn/item.htm?id=908531611617,2025.07.20 周日 19:30,上海,东方艺术中心-音乐厅,99-580,音乐会,其他,售票中,99.0,580.0
欢度国庆节经典越剧全本大戏梁祝,https://detail.damai.cn/item.htm?id=934006169458,2025.10.07 周二 14:00,上海,浦东大戏院,50-448,曲苑杂坛,戏曲,售票中,50.0,448.0
特惠双人好说喜剧x创意产业园脱口秀漫才即兴全国知名脱口秀演员,https://detail.damai.cn/item.htm?id=931107888573,2025.06.12-06.29,佛山,好说喜剧佛山创产店,31-128,曲苑杂坛,其他,售票中,31.0,128.0
邓岳章樂来岳秀演唱会佛山站,https://detail.damai.cn/item.htm?id=916189309750,2025.06.14 周六 18:00,佛山,佛山梦田音乐Live House,98-388,演唱会,livehouse,售票中,98.0,388.0
镜像双子封茗囧菌2025个唱巡演厦门站,https://detail.damai.cn/item.htm?id=937009517290,2025.07.19 周六 14:00,厦门,福馆Full House厦门,267-398,演唱会,livehouse,售票中,267.0,398.0
威海有麦脱口秀脱口秀头部演员专场巡演周欣雨专场不独立女性四季专场约会脱单组团快乐,https://detail.damai.cn/item.htm?id=921310017899,2025.06.14-07.19,威海,有麦喜剧脱口秀威海威高广场开乐影城店,38-159,曲苑杂坛,其他,售票中,38.0,159.0
6月26日全男班现代舞秀无名之辈吉林站,https://detail.damai.cn/item.htm?id=921411585876,2025.06.26 周四 19:30,吉林,吉林市人民大剧院大剧场,180-880,话剧歌剧,音乐剧,售票中,180.0,880.0
舞剧金陵十三钗,https://detail.damai.cn/item.htm?id=922516969283,2025.06.14-06.15,珠海,珠海华发中演大剧院-歌剧厅,180-680,话剧歌剧,音乐剧,售票中,180.0,680.0
洪顺曲艺社2025年6月份场次演出,https://detail.damai.cn/item.htm?id=930266511272,2025.06.12-06.30,石家庄,洪顺曲艺社,40-180,曲苑杂坛,其他,售票中,40.0,180.0
老舍经典作品四世同堂深圳站,https://detail.damai.cn/item.htm?id=917196163497,2025.06.27-06.28,深圳,南山文体中心聚橙剧院 大剧院,180-1000,话剧歌剧,话剧,售票中,180.0,1000.0
ChrisJamesHyperbloomTour2025长沙站,https://detail.damai.cn/item.htm?id=900770639558,2025.07.13 周日 20:00,长沙,达丰空间,280-690,演唱会,livehouse,售票中,280.0,690.0
开心麻花综艺同款爆笑互动喜剧整个喜剧,https://detail.damai.cn/item.htm?id=924255226658,2025.07.03-07.05,济南,济南高新区开心麻花剧场,80-380,话剧歌剧,话剧,售票中,80.0,380.0
刘昊然周显欣阿木古郎领衔主演中国煤矿文工团话剧温暖的味道,https://detail.damai.cn/item.htm?id=901084349416,2025.07.18-07.19,苏州,苏州湾大剧院-歌剧厅,100-864,话剧歌剧,话剧,售票中,100.0,864.0
GreysonChanceTheGoldTour2025上海站,https://detail.damai.cn/item.htm?id=908801254230,2025.10.06 周一 20:00,上海,MODERN SKY LAB上海,480-980,演唱会,livehouse,售票中,480.0,980.0
WetMen俄罗斯型男水舞剧雨中,https://detail.damai.cn/item.htm?id=911122965428,2025.07.06 周日 19:30,南昌,南昌保利大剧院,80-580,话剧歌剧,音乐剧,售票中,80.0,580.0
Joyside永远太远2025春季巡演长春站,https://detail.damai.cn/item.htm?id=924176749121,2025.06.13 周五 19:30,长春,GOIN LIVE 观来福,108-188,演唱会,livehouse,售票中,108.0,188.0
马条2025花园民谣音乐会北京站,https://detail.damai.cn/item.htm?id=921420118564,2025.06.13 周五 19:30,北京,SILO LIVE 开花豆声音仓库,88-288,演唱会,livehouse,售票中,88.0,288.0
悲伤玩具2025限定专场抵制与接受长沙站,https://detail.damai.cn/item.htm?id=923264512328,2025.06.13 周五 20:00,长沙,长沙VOX LIVEHOUSE,100-120,演唱会,livehouse,售票中,100.0,120.0
四海福临2025德云社世界巡演荷兰站,https://detail.damai.cn/item.htm?id=918265067584,2025.06.17,海牙,Afas Theater Schevenigen,780-2980,曲苑杂坛,其他,售票中,780.0,2980.0
早鸟票潍坊富华国际车展现场门票,https://detail.damai.cn/item.htm?id=895423775165,2025.09.12-09.14,潍坊,潍坊富华国际展览中心,1,展览休闲,展会,售票中,1.0,1.0
上海方言话剧雷雨,https://detail.damai.cn/item.htm?id=934643315261,2025.07.10-07.11,上海,上海天蟾逸夫舞台,120-580,曲苑杂坛,其他,售票中,120.0,580.0
全国巡演泉城路沉浸式互动悬疑喜剧完美犯罪庭审现场大戏侦探推理无限反转剧本杀式戏剧,https://detail.damai.cn/item.htm?id=918353196812,2025.06.14-06.28,济南,笑古里喜剧剧场泉城路店,99-598,话剧歌剧,话剧,售票中,99.0,598.0
镇江站早鸟票5折天空之城宫崎骏久石让经典音乐会,https://detail.damai.cn/item.htm?id=926898333711,2025.08.30 周六 19:00,镇江,镇江市漫书城5楼音乐厅,58-340,音乐会,其他,售票中,58.0,340.0
后仰喜剧爆笑脱口秀毕业季特惠轻松解压大魔方店,https://detail.damai.cn/item.htm?id=888473343249,2025.06.12-06.29,成都,后仰喜剧-大魔方店,59-189,曲苑杂坛,其他,售票中,59.0,189.0
民摇排行榜专场想带上你私奔,https://detail.damai.cn/item.htm?id=935865543916,2025.06.14 周六 20:30,济南,月亮瓦肆音乐酒吧,1-10,演唱会,livehouse,售票中,1.0,10.0
爱与光的未来小王子纪念艺术展,https://detail.damai.cn/item.htm?id=917625657474,2025.05.31-08.31,上海,EKA 天物 7栋(老厂房),49-129,展览休闲,展会,售票中,49.0,129.0
张泽张嘴就来2025BEATBOX巡演大连站BBOX,https://detail.damai.cn/item.htm?id=915543454471,2025.08.02 周六 20:00,大连,赫兹空间(佳兆业店),1-258,演唱会,livehouse,售票中,1.0,258.0
开心麻花综艺同款原创爆笑新喜剧整个喜剧,https://detail.damai.cn/item.htm?id=918583425602,2025.06.20-06.22,北京,开心麻花通州北投希尔顿沉浸式剧场,100-380,话剧歌剧,话剧,售票中,100.0,380.0
苏慧伦TarcySu就说给我听JustTellMe新专辑演唱会武汉站,https://detail.damai.cn/item.htm?id=905346579914,2025.07.04 周五 20:00,武汉,不晚IN TIME LIVE,320-380,演唱会,livehouse,售票中,320.0,380.0
天津相声推荐中原相声茶馆古文化街店,https://detail.damai.cn/item.htm?id=931148964814,2025.06.12-06.30,天津,中原相声茶馆(古文化街店),60-80,曲苑杂坛,其他,售票中,60.0,80.0
廖效浓2025回回之路TheWayTourTheWay成都站,https://detail.damai.cn/item.htm?id=931019017535,2025.07.12 周六 19:30,成都,成都高新中演大剧院-多功能剧场,138-188,演唱会,livehouse,售票中,138.0,188.0
西尔维斯特里维和他的朋友们德语音乐剧明星音乐会,https://detail.damai.cn/item.htm?id=914629130702,2025.09.04-09.07,上海,上海文化广场主剧场,280-1280,话剧歌剧,音乐剧,售票中,280.0,1280.0
倒带2004青春园游演唱会一键回到华语乐坛黄金年代哈尔滨站,https://detail.damai.cn/item.htm?id=931167281326,2025.07.19 周六 20:00,哈尔滨,原料库 Vast Factory(会展店),98-380,演唱会,livehouse,售票中,98.0,380.0
九宝乐队2025究极之境新专辑巡演南京站,https://detail.damai.cn/item.htm?id=930596081202,2025.10.24 周五 20:00,南京,今世缘·稻香演艺中心,220-480,演唱会,livehouse,售票中,220.0,480.0
爱无限而生金圣圭2025中国粉丝见面会,https://detail.damai.cn/item.htm?id=935091341737,2025.06.21 周六 13:00,青岛,青岛上合之珠国际博览中心G馆文体中心7号馆,899-1699,展览休闲,特色体验,售票中,899.0,1699.0
即将收官开心麻花沉浸式带餐喜剧偷心晚宴,https://detail.damai.cn/item.htm?id=898092288869,2025.06.13-06.28,郑州,开心麻花·演艺新空间,98-480,话剧歌剧,话剧,售票中,98.0,480.0
高考特惠买二赠一开心麻花首部新马戏带餐喜剧锦城绮梦,https://detail.damai.cn/item.htm?id=911708340657,2025.06.15-06.29,成都,开心麻花·捞金晚宴,218-238,话剧歌剧,话剧,售票中,218.0,238.0
左小祖咒音乐生涯30周年纪念巡演,https://detail.damai.cn/item.htm?id=923583261043,2025.07.05 周六 20:30,郑州,7LIVEHOUSE,168-198,演唱会,livehouse,售票中,168.0,198.0
明星版吴琼领衔主演经典黄梅戏女驸马天仙配全国巡演上海,https://detail.damai.cn/item.htm?id=916666117774,2025.07.18-07.19,上海,宛平剧院,80-580,曲苑杂坛,戏曲,售票中,80.0,580.0
成都五折特惠俄罗斯芭蕾国家剧院芭蕾舞天鹅湖,https://detail.damai.cn/item.htm?id=913231951580,2025.07.12 周六 19:30,成都,成都城市音乐厅·歌剧厅,100-680,舞蹈芭蕾,舞蹈,售票中,100.0,680.0
沈阳相声大会,https://detail.damai.cn/item.htm?id=909755760445,2025.06.27-11.28,沈阳,橙柿剧场(K11 4F),10-88,曲苑杂坛,其他,售票中,10.0,88.0
舞剧无名之辈,https://detail.damai.cn/item.htm?id=917028991416,2025.08.06 周三 19:30,泰州,靖江大剧院,100-480,话剧歌剧,音乐剧,售票中,100.0,480.0
四川省第七届曲艺杂技木偶皮影比赛决赛,https://detail.damai.cn/item.htm?id=934136099949,2025.06.12 周四 19:30,成都,四川大剧院 大剧场,100,话剧歌剧,话剧,售票中,100.0,100.0
无名喜剧脱口秀个人专场出关赵聪明单口喜剧专场扬州站扬州SM城市广场,https://detail.damai.cn/item.htm?id=930596916748,2025.06.28 周六 19:30,扬州,无名喜剧空间(扬州店),59-179,曲苑杂坛,其他,售票中,59.0,179.0
扯馆儿喜剧专场沙坪坝扯馆儿剧场相声小品脱口秀话剧,https://detail.damai.cn/item.htm?id=916028246146,2025.06.12-06.29,重庆,扯馆儿小剧场,66-180,曲苑杂坛,其他,售票中,66.0,180.0
北京市曲剧团老舍经典剧目四世同堂,https://detail.damai.cn/item.htm?id=917034438655,2025.07.08 周二 19:30,北京,中山音乐堂,30-120,曲苑杂坛,戏曲,售票中,30.0,120.0
2025黄西全新脱口秀专场Deepchat,https://detail.damai.cn/item.htm?id=920062353547,2025.06.15 周日 19:30,温州,平阳艺术中心大剧院,80-912,曲苑杂坛,其他,售票中,80.0,912.0
