title,href,date,city,theatre,price,type,subclass,status
原创五幕话剧 《长夜踏晓》,https://detail.damai.cn/item.htm?id=920919167167,2025.06.21-06.22,郑州,郑州大剧院 戏曲厅,80-570,话剧歌剧,话剧,售票中
Kpop Night「BIGBANG专场」VIP Party,https://detail.damai.cn/item.htm?id=927956624184,2025.06.20 周五 20:00,北京,WeShow Live,88-198,演唱会,livehouse,售票中
行进情浸式旅游演绎《如梦大同》,https://detail.damai.cn/item.htm?id=919678590544,2025.06.12-06.22,大同,如梦大同,238,展览休闲,特色体验,售票中
[荒诞派]黑色幽默喜剧《非黑即白》西安站,https://detail.damai.cn/item.htm?id=927466678568,2025.06.14-06.22,西安,新城剧场·MINI剧场,99,话剧歌剧,话剧,售票中
歌之初2025「我的青春里啊」全国巡演-长沙站,https://detail.damai.cn/item.htm?id=925075780099,2025.06.28 周六 20:00,长沙,MAO Livehouse长沙(沙湾店),128-228,演唱会,livehouse,售票中
亚洲大型全男班现代舞秀《无名之辈》无锡站,https://detail.damai.cn/item.htm?id=916168157911,2025.07.28-07.29,无锡,无锡市人民大会堂,126-880,舞蹈芭蕾,舞蹈,售票中
[南宁大展]凝固的时光：意大利那不勒斯国家考古博物馆藏庞贝文物特展,https://detail.damai.cn/item.htm?id=918765935457,2025.05.16-08.24,南宁,广西壮族自治区博物馆,30-128,展览休闲,展会,售票中
良言单口喜剧专场《慢点儿走》丨《喜剧之王单口季》人气卡司丨长沙脱口秀必打卡,https://detail.damai.cn/item.htm?id=926177241271,2025.06.25 周三 19:30,长沙,笑嘛剧场,240-280,曲苑杂坛,其他,售票中
WetMen·俄罗斯型男水舞剧《雨中》,https://detail.damai.cn/item.htm?id=922635714781,2025.09.02 周二 19:30,郑州,河南艺术中心大剧院,180-980,话剧歌剧,音乐剧,售票中
Shing02+OMA ｜LUV(SIC) HEXALOGY 巡演｜北京加场,https://detail.damai.cn/item.htm?id=927484093492,2025.07.06 周日 20:00,北京,福浪LIVEHOUSE-福,348-548,演唱会,livehouse,售票中
2025.9.19江苏省昆 昆剧《牡丹亭》（南昆传承版）西安站,https://detail.damai.cn/item.htm?id=926043035119,2025.09.19 周五 19:30,西安,西演SPACE·易俗大剧院,80-812,曲苑杂坛,戏曲,售票中
《爱如潮水》—上海轻音乐团演唱会,https://detail.damai.cn/item.htm?id=930060745186,2025.07.20 周日 14:30,上海,外高桥文化艺术中心,80-280,演唱会,其他,售票中
开心麻花爆笑奇谈大戏《开心聊斋·三生PLUS》-温岭站,https://detail.damai.cn/item.htm?id=902461934028,2025.06.20-06.21,台州,温岭大剧院,80-580,话剧歌剧,话剧,售票中
【龙岗站】中式美学经典古装话剧《红楼梦》,https://detail.damai.cn/item.htm?id=932103956686,2025.06.29 周日 13:00,深圳,万象影城布吉IMAX店(华润万象汇深圳布吉店),19.9-200,话剧歌剧,话剧,售票中
2025南湖有戏“惠·剧”展—米小圈智趣成长系列儿童舞台剧第三部《米小圈之银河系侦探社》,https://detail.damai.cn/item.htm?id=928551880178,2025.06.15 周日,嘉兴,嘉兴大剧院星光剧场,98-198,儿童亲子,,售票中
中央芭蕾舞团《卡门》《阿莱城的姑娘》,https://detail.damai.cn/item.htm?id=918014397401,2025.06.14-06.15,北京,天桥剧场,180-1836,舞蹈芭蕾,舞蹈,售票中
【早鸟买一送一】《海上钢琴师》经典电影作品大型交响音乐会,https://detail.damai.cn/item.htm?id=926508787983,2025.07.13 周日 19:30,广州,广州中山纪念堂,100-580,音乐会,其他,售票中
俄罗斯音乐剧《第一次约会》,https://detail.damai.cn/item.htm?id=925743226015,2025.09.11-09.14,上海,北外滩友邦大剧院,80-880,话剧歌剧,音乐剧,售票中
话剧《长安十二时辰》（免费接驳车）,https://detail.damai.cn/item.htm?id=921113432080,2025.07.26-07.27,上海,九棵树未来艺术中心-大剧场,180-580,话剧歌剧,话剧,售票中
「Once」 叶炫清2025个人巡演上海站,https://detail.damai.cn/item.htm?id=900977470437,2025.07.19 周六 20:00,上海,滨港商业中心-星临天下(L5),128-298,演唱会,livehouse,售票中
倒带2004·青春园游演唱会——一键回到华语乐坛黄金年代（重庆站）,https://detail.damai.cn/item.htm?id=930524708605,2025.07.19 周六 20:00,重庆,千极演艺中心,98-380,演唱会,livehouse,售票中
倒带2004·青春园游演唱会——一键回到华语乐坛黄金年代（南宁站）,https://detail.damai.cn/item.htm?id=929019522855,2025.07.19 周六 20:00,南宁,候朋现场HOPELIVE(中山路万象汇店),98-380,演唱会,livehouse,售票中
Kpop Night「BIGBANG专场」VIP Party @PopParty,https://detail.damai.cn/item.htm?id=929472599561,2025.07.11 周五 20:00,广州,太空间livehouse,88-198,演唱会,livehouse,售票中
Jake Miller Balance Tour 2025北京站,https://detail.damai.cn/item.htm?id=937024209952,2025.09.10 周三 20:00,北京,福浪LIVEHOUSE-福,298-688,演唱会,livehouse,售票中
【限时5折】丨俄罗斯芭蕾国家剧院芭蕾舞《胡桃夹子》2025中国巡演22周年至臻呈现 广州站,https://detail.damai.cn/item.htm?id=920125202625,2025.08.03 周日 14:30,广州,广东省友谊剧院,80-880,话剧歌剧,音乐剧,售票中
广旅之夜·一键游广西——南宁·龚琳娜《行走的声音》互动国风音乐会,https://detail.damai.cn/item.htm?id=922068131269,2025.07.25 周五 20:00,南宁,广西文化艺术中心音乐厅,100-580,音乐会,其他,售票中
2025电竞世界杯 守望先锋冠军系列赛,https://detail.damai.cn/item.htm?id=931061789524,2025.07.31-08.03,利雅得,Boulevard Riyadh City,86-912,体育,电竞,售票中
第5.5届沈阳CIAC动漫狂欢盛典,https://detail.damai.cn/item.htm?id=926300609622,2025.06.14-06.15,沈阳,次元空间会展中心,58-128,展览休闲,展会,售票中
严值高《何必西天万里遥》喜剧专场-南京站,https://detail.damai.cn/item.htm?id=930905884745,2025.10.03 周五 19:30,南京,南京保利大剧院大剧场,100-580,曲苑杂坛,其他,售票中
安达·草原苍穹：烈马狂歌2025巡演,https://detail.damai.cn/item.htm?id=903528565274,2025.08.16-08.17,北京,北京展览馆剧场,180-880,演唱会,其他,售票中
《追梦—中央芭蕾舞团舞蹈学校期末实习汇报》,https://detail.damai.cn/item.htm?id=927979153424,2025.06.24 周二 14:00,北京,天桥剧场,100-1026,舞蹈芭蕾,舞蹈,售票中
开心麻花发颠爆笑喜剧《谢同学不杀之恩》,https://detail.damai.cn/item.htm?id=924162417365,2025.06.15 周日,苏州,开心麻花运河剧场,80-480,话剧歌剧,话剧,售票中
“四海福临”2025德云社相声大会专场-常州站,https://detail.damai.cn/item.htm?id=910322748177,2025.07.12 周六 19:30,常州,凤凰谷大剧院-大剧场,99-399,曲苑杂坛,其他,售票中
「天津首展」中国国家地理·探索 极致发现科学艺术影像展,https://detail.damai.cn/item.htm?id=912601709897,2025.05.01-10.12,天津,天津陆家嘴中心L3之几美术馆,18-58,展览休闲,展会,售票中
【重磅剧目】《初·恋》阿那亚戏剧节特邀剧目,https://detail.damai.cn/item.htm?id=912652002949,2025.06.27-06.28,秦皇岛,孤独外剧场,180-480,话剧歌剧,音乐剧,售票中
济南 | 话剧「小猫打工日记」专场@新视中living剧场 |话剧| 社交,https://detail.damai.cn/item.htm?id=933951962457,2025.06.14-06.15,济南,新视中living剧场,79-150,话剧歌剧,话剧,售票中
Norah/油百万/Frankie/71领衔 普通话/沪语/英文脱口秀 by SpicyComedy,https://detail.damai.cn/item.htm?id=891175829497,2025.06.12-06.29,上海,SpicyComedy-新天地时尚一期店,120-380,曲苑杂坛,其他,售票中
「PARTY CN」 HIPHOP音乐节 合肥站#开圈#说唱#派对show,https://detail.damai.cn/item.htm?id=923129138602,2025.06.21 周六 20:00,合肥,背影骑士LIVEHOUSE,89-169,演唱会,livehouse,售票中
永远的爱情圣经 孟京辉戏剧工作室《恋爱的犀牛》,https://detail.damai.cn/item.htm?id=913073734910,2025.09.19-09.20,郑州,河南艺术中心大剧院,180-580,话剧歌剧,话剧,售票中
"""King's Keys"" - 杨策2025亚洲巡演上海站",https://detail.damai.cn/item.htm?id=920955473660,2025.06.20 周五 20:00,上海,chair club,120,演唱会,livehouse,售票中
SLAVA’S SNOW SHOW-斯拉法的下雪秀,https://detail.damai.cn/item.htm?id=911289341079,2025.08.13-08.17,佛山,佛山琼花大剧院,80-680,话剧歌剧,话剧,售票中
笑吧喜剧 | 爆笑脱口秀演出 | 29享受一场脱口秀演出 | 爆笑互动|多个演员|综艺脱口秀演员助阵,https://detail.damai.cn/item.htm?id=916076217926,2025.06.12-06.29,合肥,笑吧喜剧空间(脱口秀剧场),29-158,曲苑杂坛,其他,售票中
尔多原创音乐剧《寻找声音的耳朵》,https://detail.damai.cn/item.htm?id=932134998932,2025.08.08-08.09,深圳,深圳保利剧院,180-680,话剧歌剧,音乐剧,售票中
2025东方市民音乐会·周末版：葡萄牙法朵歌后卡蒂娅•格蕾罗演唱会,https://detail.damai.cn/item.htm?id=932531660242,2025.09.06 周六 10:00,上海,东方艺术中心-音乐厅,80,演唱会,其他,售票中
Valentina Lisitsa瓦伦廷娜·李斯蒂莎钢琴独奏音乐会,https://detail.damai.cn/item.htm?id=934443405850,2025.10.17 周五 19:30,上海,东方艺术中心-音乐厅,100-680,音乐会,其他,售票中
方旭导演全男班话剧《骆驼祥子》,https://detail.damai.cn/item.htm?id=926340693935,2025.09.26-09.27,廊坊,丝绸之路国际艺术交流中心-歌剧厅,80-580,话剧歌剧,话剧,售票中
「漫游·多重宇宙」海底时光机 x FANNTA 双专场,https://detail.damai.cn/item.htm?id=930974858719,2025.06.22 周日 20:00,东莞,太空间东莞,88-158,演唱会,livehouse,售票中
苏慧伦Tarcy Su《就说给我听Just Tell Me》新专辑演唱会New Album Live Tour 2025,https://detail.damai.cn/item.htm?id=906178017028,2025.06.15 周日 19:30,杭州,大麦66LiveHouse杭州,320-380,演唱会,livehouse,售票中
开心麻花首部惊悚爆笑戏剧《开心聊斋·三生沉浸版》,https://detail.damai.cn/item.htm?id=906485388682,2025.06.20-06.22,福州,福州海峡文化艺术中心-多功能厅,180-480,话剧歌剧,话剧,售票中
良言专场《慢点儿走》@三脚猪喜剧-珠海收官演出,https://detail.damai.cn/item.htm?id=925281729383,2025.06.27 周五 20:00,珠海,珠海对白剧场,180-380,曲苑杂坛,其他,售票中
百年外滩餐秀音乐剧场【THE HALF·候场】,https://detail.damai.cn/item.htm?id=931195018832,2025.06.12-06.29,上海,THE HALF · 候场,150,话剧歌剧,音乐剧,售票中
Kpop Night「BIGBANG专场」VIP Party,https://detail.damai.cn/item.htm?id=933954306385,2025.07.12 周六 19:30,福州,福州MAAQUU x CH8 LIVEHOUSE,88-198,演唱会,livehouse,售票中
长安大戏院7月19日古梅新韵•王艳2025京津沪专场巡演—京剧《穆桂英挂帅》,https://detail.damai.cn/item.htm?id=923767463745,2025.07.19 周六 19:30,北京,长安大戏院,80-800,曲苑杂坛,戏曲,售票中
8月30日 · 严值高《何必西天万里遥》喜剧专场巡演-济南站,https://detail.damai.cn/item.htm?id=931106455510,2025.08.30 周六 19:30,济南,济南珍珠泉人民会堂,100-580,曲苑杂坛,其他,售票中
王珮瑜领衔主演 京剧《扈家庄》《击鼓骂曹》,https://detail.damai.cn/item.htm?id=925189892766,2025.09.21 周日 14:30,北京,(通州区)北京艺术中心-戏剧场-国家大剧院分址,80-580,曲苑杂坛,戏曲,售票中
倚石听声｜石倚洁与活跃于国际舞台上的中国青年歌唱家专场音乐会,https://detail.damai.cn/item.htm?id=926675520901,2025.08.02 周六 19:30,长沙,长沙音乐厅湘江大厅,100-480,音乐会,其他,售票中
《女仆》阿那亚戏剧节特邀剧目,https://detail.damai.cn/item.htm?id=912347795831,2025.06.26-06.29,秦皇岛,阿那亚蜂巢剧场,280-480,话剧歌剧,话剧,售票中
DEPAPEKO （押尾光太郎 + DEPAPEPE）吉他演奏会 成都站,https://detail.damai.cn/item.htm?id=927630047689,2025.08.01 周五 20:00,成都,正火艺术中心1号馆,380-980,演唱会,livehouse,售票中
《宫西达也的绘本世界》大规模艺术个展·集40年创作成果·隆平水稻博物馆·一起感受成长的力量！,https://detail.damai.cn/item.htm?id=918096423572,2025.05.01-07.31,长沙,隆平水稻博物馆,28-68,展览休闲,展会,售票中
重大革命历史题材舞台剧《觉醒之破晓1921》,https://detail.damai.cn/item.htm?id=926563771835,2025.06.22 周日 17:00,哈尔滨,CGV影城(红博中央公园IMAX店),19.9-200,话剧歌剧,话剧,售票中
【第二届龙城喜剧周】大型实景搜证沉浸式推理喜剧《审判者》,https://detail.damai.cn/item.htm?id=928480112382,2025.07.18-07.19,常州,常州207小剧场,80-357,话剧歌剧,话剧,售票中
Cécile Corbel 塞西尔科贝尔「A Summer Odyssey」2025巡演 -广州站,https://detail.damai.cn/item.htm?id=934949737235,2025.07.11 周五 19:30,广州,广州媒棚LIVE,199-388,演唱会,livehouse,售票中
「巴黎1874·印象派之夜」沉浸式探索体验（兴业太古汇）,https://detail.damai.cn/item.htm?id=929513535904,2025.07.15-2027.05.31,上海,兴业太古汇-LG2多功能厅,178,展览休闲,特色体验,售票中
笑嘛脱口秀女性专场丨趴体单口喜剧专场《搞！》丨《脱口秀和Ta的朋友们》现场版,https://detail.damai.cn/item.htm?id=930596647298,2025.06.20 周五 19:30,长沙,笑嘛屋顶剧场,120,曲苑杂坛,其他,售票中
《啤酒谋杀案》（又名《命案回首》）,https://detail.damai.cn/item.htm?id=932196660575,2025.07.19-07.20,上海,云间剧院,80-480,话剧歌剧,话剧,售票中
「苏州评弹」长篇弹词《啼笑因缘》,https://detail.damai.cn/item.htm?id=930016185127,2025.06.12-06.15,苏州,凤苑书场,10,曲苑杂坛,戏曲,售票中
7月25日 · 严值高《何必西天万里遥》喜剧专场巡演-深圳站,https://detail.damai.cn/item.htm?id=934104171518,2025.07.25 周五 19:30,深圳,深圳蛇口风华大剧院,100-580,曲苑杂坛,其他,售票中
不二喜剧·动物园&展览馆旁|西直门爆笑精品脱口秀、新喜剧|大咖不定时空降|休闲解压打卡胜地,https://detail.damai.cn/item.htm?id=902187010835,2025.06.13-06.30,北京,不二喜剧,62-380,曲苑杂坛,其他,售票中
沉浸式新古典越剧《梦回大观园》,https://detail.damai.cn/item.htm?id=914499170744,2025.06.13-06.27,绍兴,嵊州越剧艺术学校,159,曲苑杂坛,戏曲,售票中
第二届钱塘国际戏剧节 | 大型全男班现代舞秀《无名之辈》,https://detail.damai.cn/item.htm?id=910533335707,2025.08.08-08.09,杭州,杭州金沙湖大剧院-歌剧厅,100-880,舞蹈芭蕾,舞蹈,售票中
《生物重生》 | 克里斯自然艺术展世界巡回展·郑州站,https://detail.damai.cn/item.htm?id=916465740164,2025.05.01-08.31,郑州,生物重生 克里斯自然艺术展·郑州站,19.9-59.8,展览休闲,展会,售票中
【KPOP2015室内音乐节&YG专场】·亚洲巡回演出·太原站,https://detail.damai.cn/item.htm?id=932141614514,2025.07.20 周日 14:00,太原,THE BOO,88-188,演唱会,livehouse,售票中
东映原版动漫舞台剧《屁屁老爹&屁屁侦探——伟大的联手》,https://detail.damai.cn/item.htm?id=921460802078,2025.06.21-06.22,上海,大宁剧院,180-480,儿童亲子,,售票中
《绽放·当打之年》青年戏曲演员折子戏系列演出,https://detail.damai.cn/item.htm?id=929580805855,2025.06.14-06.20,太原,晋剧艺术中心大剧场,50-120,曲苑杂坛,戏曲,售票中
『爆笑互动』【长风公园店】上海人专属丨上海话脱口秀丨明星精品场【银河喜剧】310喜剧联播,https://detail.damai.cn/item.htm?id=911824473363,2025.06.14-08.30,上海,Galaxy Comedy 银河喜剧(长风大悦城店),29-368,曲苑杂坛,其他,售票中
俄罗斯莫斯科芭蕾舞团《天鹅湖》-深圳站,https://detail.damai.cn/item.htm?id=908389330704,2025.06.15 周日 15:30,深圳,南山文体中心聚橙剧院 大剧院,180-580,舞蹈芭蕾,舞蹈,售票中
爱·永恒—理查德·克莱德曼2025钢琴音乐会西宁站,https://detail.damai.cn/item.htm?id=915122228915,2025.08.02 周六 19:30,西宁,青海体育中心综合馆,280-1600,音乐会,其他,售票中
杨丽萍作品 2022版舞剧《孔雀》,https://detail.damai.cn/item.htm?id=902710298099,2025.06.27-06.29,上海,东方艺术中心-歌剧厅,180-1080,话剧歌剧,音乐剧,售票中
曹禺经典话剧《雷雨》,https://detail.damai.cn/item.htm?id=911694150664,2025.11.16 周日 19:30,徐州,徐州音乐厅,126-580,话剧歌剧,话剧,售票中
江汉路脱口秀精品秀 ｜【魔脱喜剧】每周一至周日双人特惠｜爆笑解压脱口秀欢乐大会,https://detail.damai.cn/item.htm?id=897604813162,2025.06.12-06.30,武汉,武汉江汉路万达影城5号厅,29-136,曲苑杂坛,其他,售票中
昆山6月15日【闹市喜剧】脱口秀｜即兴喜剧巡演—苏州昆山站,https://detail.damai.cn/item.htm?id=928150555221,2025.06.15 周日,苏州,星轶STARX影城(昆山吾悦广场旗舰店),68-118,曲苑杂坛,其他,售票中
“天空之城”久石让&宫崎骏经典动漫作品视听音乐会,https://detail.damai.cn/item.htm?id=926383210541,2025.06.29 周日 19:30,西安,陕西广电大剧院,19-380,音乐会,其他,售票中
梨园璀璨 国色天香 ——2025河南戏曲流派巡回演出·豫剧《马派专场》-郑州站,https://detail.damai.cn/item.htm?id=922811254334,2025.06.28 周六 19:30,郑州,河南省人民会堂,98-1500,曲苑杂坛,戏曲,售票中
余华原著 孟京辉导演《古典爱情》,https://detail.damai.cn/item.htm?id=908942814117,2025.07.26-07.27,杭州,杭州蜂巢剧场(杭杂小剧场),160-520,话剧歌剧,话剧,售票中
《梦中的婚礼》《卡农》世界名曲浪漫烛光音乐会,https://detail.damai.cn/item.htm?id=927639659837,2025.08.03 周日 19:30,青岛,青岛市李沧剧院,20-380,音乐会,其他,售票中
《暗恋桃花源》专属版,https://detail.damai.cn/item.htm?id=905899011034,2025.10.17-10.26,上海,上剧场,100-1180,话剧歌剧,话剧,售票中
【限时4折】《请回答1988》《鬼怪》韩剧音乐浪漫烛光音乐会,https://detail.damai.cn/item.htm?id=924001208636,2025.06.23-07.19,西安,西安荷苗艺术空间,20-380,音乐会,其他,售票中
上海昆剧院 全本《长生殿》,https://detail.damai.cn/item.htm?id=919152581960,2025.07.03-07.06,成都,四川大剧院 大剧场,80-2320,曲苑杂坛,戏曲,售票中
第二届钱塘国际戏剧节 | 三幕喜剧《故乡》南京大学艺术硕士剧团,https://detail.damai.cn/item.htm?id=936131852368,2025.10.25-10.26,杭州,杭州金沙湖大剧院-歌剧厅,80-280,话剧歌剧,话剧,售票中
DEPAPEKO （押尾光太郎 + DEPAPEPE）吉他演奏会 上海站,https://detail.damai.cn/item.htm?id=923256521102,2025.08.06 周三 20:00,上海,MODERN SKY LAB上海,350-980,演唱会,livehouse,售票中
音乐剧《粉丝来信》中文版,https://detail.damai.cn/item.htm?id=899864987488,2025.08.08-08.09,杭州,杭州剧院,180-680,话剧歌剧,音乐剧,售票中
2025《黄西有梗脱口秀》让你一次笑个够,https://detail.damai.cn/item.htm?id=922770532699,2025.06.21 周六 21:00,乌鲁木齐,新疆人民剧场,144-580,曲苑杂坛,其他,售票中
话剧《贝克特在楼上》,https://detail.damai.cn/item.htm?id=917492298487,2025.07.11-07.13,上海,上剧场,50-600,话剧歌剧,话剧,售票中
那些感动·我们的歌金曲大合唱演唱会,https://detail.damai.cn/item.htm?id=934546403421,2025.11.01 周六 19:30,郑州,郑州小皇后大剧院,50-380,演唱会,其他,售票中
芜湖有麦脱口秀|社交互动即兴专场《加个好友先》|脱口秀头部演员专场巡演|约会、脱单、组团快乐,https://detail.damai.cn/item.htm?id=921911504930,2025.06.22 周日 16:30,芜湖,有麦喜剧脱口秀芜湖万达影城店(镜湖万达广场),58-149,曲苑杂坛,其他,售票中
8bite首张专辑「拾鸟集 Bird Chronicle」2025巡演 杭州站,https://detail.damai.cn/item.htm?id=920899694900,2025.08.15 周五 20:00,杭州,酒球会(9-Club),119-249,演唱会,livehouse,售票中
爆笑喜剧 | 原爱笑会议室卡司 | 奋逗剧场当家好剧《喜宴》第五季,https://detail.damai.cn/item.htm?id=932638416614,2025.06.14-06.29,北京,奋逗剧场,120-480,话剧歌剧,话剧,售票中
【Bad News呈现】西原健一郎 2025巡演 成都站,https://detail.damai.cn/item.htm?id=932211084906,2025.06.27 周五 20:00,成都,福馆 Full House成都,280-480,演唱会,livehouse,售票中
《百年有戏·大河向东》沉浸式演出,https://detail.damai.cn/item.htm?id=928514901370,2025.06.14-06.28,天津,天津戏剧博物馆,138-268,话剧歌剧,话剧,售票中
南京市文旅消费政府补贴剧目·2025南京音乐剧节·俄罗斯音乐剧《第一次约会》,https://detail.damai.cn/item.htm?id=925854202345,2025.08.13-08.17,南京,南京保利大剧院大剧场,180-980,话剧歌剧,音乐剧,售票中
《七》阿那亚戏剧节特邀剧目,https://detail.damai.cn/item.htm?id=914503045294,2025.06.27-06.28,秦皇岛,艺术中心圆形剧场,220,话剧歌剧,话剧,售票中
西原健一郎 2025巡演 南京站,https://detail.damai.cn/item.htm?id=932165864751,2025.08.24 周日 20:00,南京,今世缘·稻香音乐空间,280-480,演唱会,livehouse,售票中
郁可唯“我怪”2025巡回演唱会-成都站,https://detail.damai.cn/item.htm?id=931655930255,2025.07.12 周六 19:30,成都,成都金融城演艺中心,380-2300,演唱会,其他,售票中
《身在琪中》 刘琪单口喜剧专场,https://detail.damai.cn/item.htm?id=931972038721,2025.07.20 周日 19:30,嘉兴,秀湖音乐厅,50-80,曲苑杂坛,其他,售票中
亚洲全男班现代舞秀《无名之辈》·汕头,https://detail.damai.cn/item.htm?id=913192128831,2025.06.15 周日 19:30,汕头,汕头林百欣国际会议展览中心,180-880,舞蹈芭蕾,舞蹈,售票中
[石家庄]曹禺经典话剧《雷雨》,https://detail.damai.cn/item.htm?id=916048294010,2025.10.24 周五 19:30,石家庄,河北省艺术中心,60-580,话剧歌剧,话剧,售票中
亚洲大型全男班现代舞秀《无名之辈》,https://detail.damai.cn/item.htm?id=915464084844,2025.08.22-08.24,西宁,青海大剧院-大剧场,180-880,话剧歌剧,音乐剧,售票中
京味大戏·老舍经典话剧《茶馆》巡演,https://detail.damai.cn/item.htm?id=930143575845,2025.11.15 周六 19:30,遵义,遵义市大剧院歌剧厅,100-580,话剧歌剧,话剧,售票中
Kpop Night「BIGBANG专场」VIP Party@popparty,https://detail.damai.cn/item.htm?id=935553993332,2025.07.05 周六 20:00,西安,西演SPACE·塞斯拾陆,88-198,演唱会,livehouse,售票中
【暑假专场】“坂本龙一·久石让”经典作品视听大型交响音乐会,https://detail.damai.cn/item.htm?id=929598119561,2025.08.23 周六 19:00,沈阳,盛京大剧院-音乐厅,64-780,音乐会,其他,售票中
2025·南京音乐剧节·音乐剧《粉丝来信》中文版,https://detail.damai.cn/item.htm?id=902165572171,2025.08.29-08.30,南京,南京保利大剧院大剧场,180-780,话剧歌剧,音乐剧,售票中
四个二喜剧|滨江脱口秀|每周二至周四开放麦/盲盒秀【免费停车2H】@滨江银泰,https://detail.damai.cn/item.htm?id=931687996373,2025.06.12-06.30,杭州,四个二喜剧脱口秀(滨江银泰店),29-129,曲苑杂坛,其他,售票中
知名IP改编·反内耗喜剧《我是余欢水》发疯文学指南,https://detail.damai.cn/item.htm?id=911941307396,2025.06.13-06.14,成都,繁星戏剧村·炉剧场,128-298,话剧歌剧,话剧,售票中
钢心×A公馆『龙王踢馆』2025杭州双专场,https://detail.damai.cn/item.htm?id=933433083228,2025.08.02 周六 20:00,杭州,MAO Livehouse杭州,138-228,演唱会,livehouse,售票中
阿加莎推理巨作 《谋杀启事》,https://detail.damai.cn/item.htm?id=912752642759,2025.06.21 周六 19:30,西安,陕西广电大剧院,126-580,话剧歌剧,话剧,售票中
【平湖】中国十大沉浸演艺项目-热演两千场演爆笑悬疑互动剧《极夜》,https://detail.damai.cn/item.htm?id=935013123604,2025.06.12-06.14,嘉兴,大盒沉浸艺术中心1955艺公社,318-1436,话剧歌剧,话剧,售票中
俄罗斯莫斯科芭蕾舞团《天鹅湖》,https://detail.damai.cn/item.htm?id=926030055348,2025.06.21 周六 19:30,盐城,盐城市文化艺术中心大剧院,180-580,舞蹈芭蕾,舞蹈,售票中
【徐州音乐厅】正版授权·天恩演出《奥特曼之宇宙危机》,https://detail.damai.cn/item.htm?id=933108911689,2025.06.21-06.22,徐州,徐州音乐厅,80-870,儿童亲子,,售票中
【苏州吴中站】奥特曼系列沉浸式互动表演《奥特曼之星穹曙光》,https://detail.damai.cn/item.htm?id=930410824024,2025.06.22 周日 11:00,苏州,幸福蓝海国际影城(星斓荟·路劲广场店),19.9-200,儿童亲子,,售票中
【限时5折】俄罗斯芭蕾国家剧院 芭蕾舞《天鹅湖》2025中国巡演,https://detail.damai.cn/item.htm?id=920447767917,2025.08.16 周六 19:00,大连,大连人民文化俱乐部-大剧场,180-880,舞蹈芭蕾,舞蹈,售票中
苏慧伦Tarcy Su《就说给我听Just Tell Me》新专辑演唱会-成都站,https://detail.damai.cn/item.htm?id=906153777791,2025.07.11 周五 20:00,成都,正火艺术中心1号馆,320-380,演唱会,livehouse,售票中
《后来·遇见》籁之音歌行合唱团流行经典歌曲合唱音乐会,https://detail.damai.cn/item.htm?id=919979835043,2025.06.21 周六 19:30,上海,东方艺术中心-音乐厅,100-480,音乐会,其他,售票中
【Bad News呈现】TAIL (向井太一) ASIA TOUR 2025 杭州站,https://detail.damai.cn/item.htm?id=934920184340,2025.06.17 周二 20:00,杭州,MAO Livehouse杭州,420-720,演唱会,livehouse,售票中
正版国漫首部2.5次元真人舞台剧《狐妖小红娘》天津站,https://detail.damai.cn/item.htm?id=917223787197,2025.09.13 周六,天津,天津滨湖剧院,100-480,话剧歌剧,话剧,售票中
Shing02+OMA ｜LUV(SIC) HEXALOGY 巡演｜福州专场,https://detail.damai.cn/item.htm?id=922368302621,2025.06.23 周一 20:00,福州,唯美客MAKERLIVE(三盛i33),348-548,演唱会,livehouse,售票中
赵文瑄、张凯丽、邓萃雯领衔主演·央华戏剧&莫言剧作《鳄鱼》-常州站 2025常州中吴文化系列活动,https://detail.damai.cn/item.htm?id=912283110962,2025.06.28-06.29,常州,常州大剧院大剧场,180-880,话剧歌剧,话剧,售票中
《喜剧部落【工体喜剧】解压脱口秀(全国知名脱口秀演员|漫才即兴》｜@三里屯,https://detail.damai.cn/item.htm?id=885018369924,2025.06.12-06.30,北京,美都影城工体店(商场西门进入)1号厅,61-504,曲苑杂坛,其他,售票中
正版国漫首部2.5次元舞台剧《狐妖小红娘》,https://detail.damai.cn/item.htm?id=908075503039,2025.07.13 周日,南京,江苏荔枝大剧院,70-480,话剧歌剧,话剧,售票中
Kpop Night「SEVENTEEN专场」克拉派对,https://detail.damai.cn/item.htm?id=935087977055,2025.08.02 周六 15:00,合肥,OTW LIVEHOUSE,78-188,演唱会,livehouse,售票中
南京｜首创沉浸式戏中戏《戏命珍珠》爆笑！喜剧！悬疑！私欲！野心！谎言！善恶！炸裂开演,https://detail.damai.cn/item.htm?id=896181535827,2025.06.12-06.30,南京,雨花剧院沉浸空间剧场,179-720,话剧歌剧,话剧,售票中
【陈德修SHU-广州场】2025本能Instinct巡演,https://detail.damai.cn/item.htm?id=934570812015,2025.07.26 周六 18:30,广州,广州疆进酒·OMNI SPACE(1号馆),280-520,演唱会,livehouse,售票中
成都爱乐合唱团——《花样年华》经典国语电影专场音乐会,https://detail.damai.cn/item.htm?id=922291771046,2025.08.23 周六 19:30,无锡,无锡大剧院歌剧厅,100-980,音乐会,其他,售票中
南京市文旅消费政府补贴剧目 刘昊然、周显欣、阿木古郎主演 中国煤矿文工团 话剧《温暖的味道》,https://detail.damai.cn/item.htm?id=898883989902,2025.07.25-07.27,南京,江苏大剧院-歌剧厅,76-855,话剧歌剧,话剧,售票中
